nasukati;nasukam;nasukaš;nasuka;nasukamo;nasukate;nasukaju
federirati;federiram;federiraš;federira;federiramo;federirate;federiraju
glasati;glasam;glasaš;glasa;glasamo;glasate;glasaju
obarati;obaram;obaraš;obara;obaramo;obarate;obaraju
teoretizirati;teoretiziram;teoretiziraš;teoretizira;teoretiziramo;teoretizirate;teoretiziraju
brizgati;brizgam;brizgaš;brizga;brizgamo;brizgate;brizgaju
gicati;gicam;gicaš;gica;gicamo;gicate;gicaju
pljuckati;pljuckam;pljuckaš;pljucka;pljuckamo;pljuckate;pljuckaju
priupitati;priupitam;priupitaš;priupita;priupitamo;priupitate;priupitaju
rolati;rolam;rolaš;rola;rolamo;rolate;rolaju
umoljavati;umoljavam;umoljavaš;umoljava;umoljavamo;umoljavate;umoljavaju
komponirati;komponiram;komponiraš;komponira;komponiramo;komponirate;komponiraju
iščeprkati;iščeprkam;iščeprkaš;iščeprka;iščeprkamo;iščeprkate;iščeprkaju
uglancati;uglancam;uglancaš;uglanca;uglancamo;uglancate;uglancaju
urgirati;urgiram;urgiraš;urgira;urgiramo;urgirate;urgiraju
zahvatati;zahvatam;zahvataš;zahvata;zahvatamo;zahvatate;zahvataju
zamarati;zamaram;zamaraš;zamara;zamaramo;zamarate;zamaraju
fiksirati;fiksiram;fiksiraš;fiksira;fiksiramo;fiksirate;fiksiraju
pobacati;pobacam;pobacaš;pobaca;pobacamo;pobacate;pobacaju
alunirati;aluniram;aluniraš;alunira;aluniramo;alunirate;aluniraju
distribuirati;distribuiram;distribuiraš;distribuira;distribuiramo;distribuirate;distribuiraju
rascijepati;rascijepam;rascijepaš;rascijepa;rascijepamo;rascijepate;rascijepaju
nastavati;nastavam;nastavaš;nastava;nastavamo;nastavate;nastavaju
ispuštati;ispuštam;ispuštaš;ispušta;ispuštamo;ispuštate;ispuštaju
mrljati;mrljam;mrljaš;mrlja;mrljamo;mrljate;mrljaju
očijukati;očijukam;očijukaš;očijuka;očijukamo;očijukate;očijukaju
podcrtavati;podcrtavam;podcrtavaš;podcrtava;podcrtavamo;podcrtavate;podcrtavaju
nauživati;nauživam;nauživaš;nauživa;nauživamo;nauživate;nauživaju
hramati;hramam;hramaš;hrama;hramamo;hramate;hramaju
starati;staram;staraš;stara;staramo;starate;staraju
prošetati;prošetam;prošetaš;prošeta;prošetamo;prošetate;prošetaju
szljati;szljam;szljaš;szlja;szljamo;szljate;szljaju
hiperbolizirati;hiperboliziram;hiperboliziraš;hiperbolizira;hiperboliziramo;hiperbolizirate;hiperboliziraju
razbuktavati;razbuktavam;razbuktavaš;razbuktava;razbuktavamo;razbuktavate;razbuktavaju
nadglasavati;nadglasavam;nadglasavaš;nadglasava;nadglasavamo;nadglasavate;nadglasavaju
garantirati;garantiram;garantiraš;garantira;garantiramo;garantirate;garantiraju
oslanjati;oslanjam;oslanjaš;oslanja;oslanjamo;oslanjate;oslanjaju
pozirati;poziram;poziraš;pozira;poziramo;pozirate;poziraju
reflektirati;reflektiram;reflektiraš;reflektira;reflektiramo;reflektirate;reflektiraju
svjetlati;svjetlam;svjetlaš;svjetla;svjetlamo;svjetlate;svjetlaju
inficirati;inficiram;inficiraš;inficira;inficiramo;inficirate;inficiraju
tragati;tragam;tragaš;traga;tragamo;tragate;tragaju
preklapati;preklapam;preklapaš;preklapa;preklapamo;preklapate;preklapaju
miksati;miksam;miksaš;miksa;miksamo;miksate;miksaju
nadolijevati;nadolijevam;nadolijevaš;nadolijeva;nadolijevamo;nadolijevate;nadolijevaju
kategorizirati;kategoriziram;kategoriziraš;kategorizira;kategoriziramo;kategorizirate;kategoriziraju
počivati;počivam;počivaš;počiva;počivamo;počivate;počivaju
odvajati;odvajam;odvajaš;odvaja;odvajamo;odvajate;odvajaju
zatrpati;zatrpam;zatrpaš;zatrpa;zatrpamo;zatrpate;zatrpaju
smotati;smotam;smotaš;smota;smotamo;smotate;smotaju
kooptirati;kooptiram;kooptiraš;kooptira;kooptiramo;kooptirate;kooptiraju
nakapati;nakapam;nakapaš;nakapa;nakapamo;nakapate;nakapaju
laćati;laćam;laćaš;laća;laćamo;laćate;laćaju
dezinvestirati;dezinvestiram;dezinvestiraš;dezinvestira;dezinvestiramo;dezinvestirate;dezinvestiraju
dometati;dometam;dometaš;dometa;dometamo;dometate;dometaju
poništavati;poništavam;poništavaš;poništava;poništavamo;poništavate;poništavaju
klecati;klecam;klecaš;kleca;klecamo;klecate;klecaju
potapšati;potapšam;potapšaš;potapša;potapšamo;potapšate;potapšaju
kaskati;kaskam;kaskaš;kaska;kaskamo;kaskate;kaskaju
naštelati;naštelam;naštelaš;naštela;naštelamo;naštelate;naštelaju
doznati;doznam;doznaš;dozna;doznamo;doznate;doznaju
pauperizirati;pauperiziram;pauperiziraš;pauperizira;pauperiziramo;pauperizirate;pauperiziraju
maskirati;maskiram;maskiraš;maskira;maskiramo;maskirate;maskiraju
pravdati;pravdam;pravdaš;pravda;pravdamo;pravdate;pravdaju
grupirati;grupiram;grupiraš;grupira;grupiramo;grupirate;grupiraju
cjenkati;cjenkam;cjenkaš;cjenka;cjenkamo;cjenkate;cjenkaju
obračunavati;obračunavam;obračunavaš;obračunava;obračunavamo;obračunavate;obračunavaju
trasirati;trasiram;trasiraš;trasira;trasiramo;trasirate;trasiraju
ritati;ritam;ritaš;rita;ritamo;ritate;ritaju
ovjenčati;ovjenčam;ovjenčaš;ovjenča;ovjenčamo;ovjenčate;ovjenčaju
fićukati;fićukam;fićukaš;fićuka;fićukamo;fićukate;fićukaju
anticipirati;anticipiram;anticipiraš;anticipira;anticipiramo;anticipirate;anticipiraju
otkotrljati;otkotrljam;otkotrljaš;otkotrlja;otkotrljamo;otkotrljate;otkotrljaju
uštimati;uštimam;uštimaš;uštima;uštimamo;uštimate;uštimaju
razbuktati;razbuktam;razbuktaš;razbukta;razbuktamo;razbuktate;razbuktaju
raskopati;raskopam;raskopaš;raskopa;raskopamo;raskopate;raskopaju
vitlati;vitlam;vitlaš;vitla;vitlamo;vitlate;vitlaju
insinuirati;insinuiram;insinuiraš;insinuira;insinuiramo;insinuirate;insinuiraju
šatirati;šatiram;šatiraš;šatira;šatiramo;šatirate;šatiraju
koprcati;koprcam;koprcaš;koprca;koprcamo;koprcate;koprcaju
evoluirati;evoluiram;evoluiraš;evoluira;evoluiramo;evoluirate;evoluiraju
pogoršavati;pogoršavam;pogoršavaš;pogoršava;pogoršavamo;pogoršavate;pogoršavaju
amputirati;amputiram;amputiraš;amputira;amputiramo;amputirate;amputiraju
stupati;stupam;stupaš;stupa;stupamo;stupate;stupaju
tretirati;tretiram;tretiraš;tretira;tretiramo;tretirate;tretiraju
osvježavati;osvježavam;osvježavaš;osvježava;osvježavamo;osvježavate;osvježavaju
busati;busam;busaš;busa;busamo;busate;busaju
iritirati;iritiram;iritiraš;iritira;iritiramo;iritirate;iritiraju
zahtijevati;zahtijevam;zahtijevaš;zahtijeva;zahtijevamo;zahtijevate;zahtijevaju
postupati;postupam;postupaš;postupa;postupamo;postupate;postupaju
kucati;kucam;kucaš;kuca;kucamo;kucate;kucaju
crtati;crtam;crtaš;crta;crtamo;crtate;crtaju
razbucati;razbucam;razbucaš;razbuca;razbucamo;razbucate;razbucaju
uskovitlati;uskovitlam;uskovitlaš;uskovitla;uskovitlamo;uskovitlate;uskovitlaju
odrijemati;odrijemam;odrijemaš;odrijema;odrijemamo;odrijemate;odrijemaju
rasparati;rasparam;rasparaš;raspara;rasparamo;rasparate;rasparaju
shvaćati;shvaćam;shvaćaš;shvaća;shvaćamo;shvaćate;shvaćaju
iskomadati;iskomadam;iskomadaš;iskomada;iskomadamo;iskomadate;iskomadaju
uspravljati;uspravljam;uspravljaš;uspravlja;uspravljamo;uspravljate;uspravljaju
popadati;popadam;popadaš;popada;popadamo;popadate;popadaju
okarakterizirati;okarakteriziram;okarakteriziraš;okarakterizira;okarakteriziramo;okarakterizirate;okarakteriziraju
telegrafirati;telegrafiram;telegrafiraš;telegrafira;telegrafiramo;telegrafirate;telegrafiraju
režirati;režiram;režiraš;režira;režiramo;režirate;režiraju
upravljati;upravljam;upravljaš;upravlja;upravljamo;upravljate;upravljaju
narugati;narugam;narugaš;naruga;narugamo;narugate;narugaju
zamiješati;zamiješam;zamiješaš;zamiješa;zamiješamo;zamiješate;zamiješaju
napričati;napričam;napričaš;napriča;napričamo;napričate;napričaju
fuflati;fuflam;fuflaš;fufla;fuflamo;fuflate;fuflaju
satjerati;satjeram;satjeraš;satjera;satjeramo;satjerate;satjeraju
otplutati;otplutam;otplutaš;otpluta;otplutamo;otplutate;otplutaju
riskirati;riskiram;riskiraš;riskira;riskiramo;riskirate;riskiraju
konkurirati;konkuriram;konkuriraš;konkurira;konkuriramo;konkurirate;konkuriraju
odslikati;odslikam;odslikaš;odslika;odslikamo;odslikate;odslikaju
obitavati;obitavam;obitavaš;obitava;obitavamo;obitavate;obitavaju
zaškripati;zaškripam;zaškripaš;zaškripa;zaškripamo;zaškripate;zaškripaju
zveketati;zveketam;zveketaš;zveketa;zveketamo;zveketate;zveketaju
isprešati;isprešam;isprešaš;ispreša;isprešamo;isprešate;isprešaju
nagomilavati;nagomilavam;nagomilavaš;nagomilava;nagomilavamo;nagomilavate;nagomilavaju
favorizirati;favoriziram;favoriziraš;favorizira;favoriziramo;favorizirate;favoriziraju
rezuckati;rezuckam;rezuckaš;rezucka;rezuckamo;rezuckate;rezuckaju
flaširati;flaširam;flaširaš;flašira;flaširamo;flaširate;flaširaju
aktualizirati;aktualiziram;aktualiziraš;aktualizira;aktualiziramo;aktualizirate;aktualiziraju
parazitirati;parazitiram;parazitiraš;parazitira;parazitiramo;parazitirate;parazitiraju
plagirati;plagiram;plagiraš;plagira;plagiramo;plagirate;plagiraju
pregibati;pregibam;pregibaš;pregiba;pregibamo;pregibate;pregibaju
savladavati;savladavam;savladavaš;savladava;savladavamo;savladavate;savladavaju
navršavati;navršavam;navršavaš;navršava;navršavamo;navršavate;navršavaju
finalizirati;finaliziram;finaliziraš;finalizira;finaliziramo;finalizirate;finaliziraju
glodati;glodam;glodaš;gloda;glodamo;glodate;glodaju
ubrizgati;ubrizgam;ubrizgaš;ubrizga;ubrizgamo;ubrizgate;ubrizgaju
ženirati;ženiram;ženiraš;ženira;ženiramo;ženirate;ženiraju
počekati;počekam;počekaš;počeka;počekamo;počekate;počekaju
trijumfirati;trijumfiram;trijumfiraš;trijumfira;trijumfiramo;trijumfirate;trijumfiraju
šutati;šutam;šutaš;šuta;šutamo;šutate;šutaju
izažimati;izažimam;izažimaš;izažima;izažimamo;izažimate;izažimaju
lagumati;lagumam;lagumaš;laguma;lagumamo;lagumate;lagumaju
izbivati;izbivam;izbivaš;izbiva;izbivamo;izbivate;izbivaju
plutati;plutam;plutaš;pluta;plutamo;plutate;plutaju
komemorirati;komemoriram;komemoriraš;komemorira;komemoriramo;komemorirate;komemoriraju
ponukati;ponukam;ponukaš;ponuka;ponukamo;ponukate;ponukaju
obazirati;obaziram;obaziraš;obazira;obaziramo;obazirate;obaziraju
eksplicirati;ekspliciram;ekspliciraš;eksplicira;ekspliciramo;eksplicirate;ekspliciraju
dozrijevati;dozrijevam;dozrijevaš;dozrijeva;dozrijevamo;dozrijevate;dozrijevaju
nagnati;nagnam;nagnaš;nagna;nagnamo;nagnate;nagnaju
dolijevati;dolijevam;dolijevaš;dolijeva;dolijevamo;dolijevate;dolijevaju
odveslati;odveslam;odveslaš;odvesla;odveslamo;odveslate;odveslaju
računati;računam;računaš;računa;računamo;računate;računaju
iskrsavati;iskrsavam;iskrsavaš;iskrsava;iskrsavamo;iskrsavate;iskrsavaju
zasipati;zasipam;zasipaš;zasipa;zasipamo;zasipate;zasipaju
suspendirati;suspendiram;suspendiraš;suspendira;suspendiramo;suspendirate;suspendiraju
konfinirati;konfiniram;konfiniraš;konfinira;konfiniramo;konfinirate;konfiniraju
štipkati;štipkam;štipkaš;štipka;štipkamo;štipkate;štipkaju
odigravati;odigravam;odigravaš;odigrava;odigravamo;odigravate;odigravaju
zarajtati;zarajtam;zarajtaš;zarajta;zarajtamo;zarajtate;zarajtaju
promarširati;promarširam;promarširaš;promaršira;promarširamo;promarširate;promarširaju
švindlati;švindlam;švindlaš;švindla;švindlamo;švindlate;švindlaju
tjerati;tjeram;tjeraš;tjera;tjeramo;tjerate;tjeraju
zadovoljavati;zadovoljavam;zadovoljavaš;zadovoljava;zadovoljavamo;zadovoljavate;zadovoljavaju
omatati;omatam;omataš;omata;omatamo;omatate;omataju
filozofirati;filozofiram;filozofiraš;filozofira;filozofiramo;filozofirate;filozofiraju
otapati;otapam;otapaš;otapa;otapamo;otapate;otapaju
udati;udam;udaš;uda;udamo;udate;udaju
prežvakavati;prežvakavam;prežvakavaš;prežvakava;prežvakavamo;prežvakavate;prežvakavaju
dopadati;dopadam;dopadaš;dopada;dopadamo;dopadate;dopadaju
zakotrljati;zakotrljam;zakotrljaš;zakotrlja;zakotrljamo;zakotrljate;zakotrljaju
mzmljati;mzmljam;mzmljaš;mzmlja;mzmljamo;mzmljate;mzmljaju
mantati;mantam;mantaš;manta;mantamo;mantate;mantaju
stagnirati;stagniram;stagniraš;stagnira;stagniramo;stagnirate;stagniraju
aludirati;aludiram;aludiraš;aludira;aludiramo;aludirate;aludiraju
startati;startam;startaš;starta;startamo;startate;startaju
pervertirati;pervertiram;pervertiraš;pervertira;pervertiramo;pervertirate;pervertiraju
pobojati;pobojam;pobojaš;poboja;pobojamo;pobojate;pobojaju
proigravati;proigravam;proigravaš;proigrava;proigravamo;proigravate;proigravaju
indisponirati;indisponiram;indisponiraš;indisponira;indisponiramo;indisponirate;indisponiraju
propupati;propupam;propupaš;propupa;propupamo;propupate;propupaju
tumarati;tumaram;tumaraš;tumara;tumaramo;tumarate;tumaraju
popunjavati;popunjavam;popunjavaš;popunjava;popunjavamo;popunjavate;popunjavaju
napipati;napipam;napipaš;napipa;napipamo;napipate;napipaju
treskati;treskam;treskaš;treska;treskamo;treskate;treskaju
pimplati;pimplam;pimplaš;pimpla;pimplamo;pimplate;pimplaju
parodirati;parodiram;parodiraš;parodira;parodiramo;parodirate;parodiraju
grgljati;grgljam;grgljaš;grglja;grgljamo;grgljate;grgljaju
prebrojavati;prebrojavam;prebrojavaš;prebrojava;prebrojavamo;prebrojavate;prebrojavaju
šupirati;šupiram;šupiraš;šupira;šupiramo;šupirate;šupiraju
osipati;osipam;osipaš;osipa;osipamo;osipate;osipaju
prekoravati;prekoravam;prekoravaš;prekorava;prekoravamo;prekoravate;prekoravaju
prigrijavati;prigrijavam;prigrijavaš;prigrijava;prigrijavamo;prigrijavate;prigrijavaju
planirati;planiram;planiraš;planira;planiramo;planirate;planiraju
pokucati;pokucam;pokucaš;pokuca;pokucamo;pokucate;pokucaju
zataškati;zataškam;zataškaš;zataška;zataškamo;zataškate;zataškaju
čestitati;čestitam;čestitaš;čestita;čestitamo;čestitate;čestitaju
prolistati;prolistam;prolistaš;prolista;prolistamo;prolistate;prolistaju
mlatarati;mlataram;mlataraš;mlatara;mlataramo;mlatarate;mlataraju
žbukati;žbukam;žbukaš;žbuka;žbukamo;žbukate;žbukaju
cerekati;cerekam;cerekaš;cereka;cerekamo;cerekate;cerekaju
prosvirati;prosviram;prosviraš;prosvira;prosviramo;prosvirate;prosviraju
otpjevati;otpjevam;otpjevaš;otpjeva;otpjevamo;otpjevate;otpjevaju
izvrijeđati;izvrijeđam;izvrijeđaš;izvrijeđa;izvrijeđamo;izvrijeđate;izvrijeđaju
pobijati;pobijam;pobijaš;pobija;pobijamo;pobijate;pobijaju
prehodati;prehodam;prehodaš;prehoda;prehodamo;prehodate;prehodaju
oštrigati;oštrigam;oštrigaš;oštriga;oštrigamo;oštrigate;oštrigaju
zakunjati;zakunjam;zakunjaš;zakunja;zakunjamo;zakunjate;zakunjaju
odlijevati;odlijevam;odlijevaš;odlijeva;odlijevamo;odlijevate;odlijevaju
investirati;investiram;investiraš;investira;investiramo;investirate;investiraju
erodirati;erodiram;erodiraš;erodira;erodiramo;erodirate;erodiraju
dotirati;dotiram;dotiraš;dotira;dotiramo;dotirate;dotiraju
tkati;tkam;tkaš;tka;tkamo;tkate;tkaju
provjetravati;provjetravam;provjetravaš;provjetrava;provjetravamo;provjetravate;provjetravaju
interesirati;interesiram;interesiraš;interesira;interesiramo;interesirate;interesiraju
očerupati;očerupam;očerupaš;očerupa;očerupamo;očerupate;očerupaju
ušutkati;ušutkam;ušutkaš;ušutka;ušutkamo;ušutkate;ušutkaju
tiskati;tiskam;tiskaš;tiska;tiskamo;tiskate;tiskaju
iskrivljavati;iskrivljavam;iskrivljavaš;iskrivljava;iskrivljavamo;iskrivljavate;iskrivljavaju
strijeljati;strijeljam;strijeljaš;strijelja;strijeljamo;strijeljate;strijeljaju
podvrgavati;podvrgavam;podvrgavaš;podvrgava;podvrgavamo;podvrgavate;podvrgavaju
skalpirati;skalpiram;skalpiraš;skalpira;skalpiramo;skalpirate;skalpiraju
orguljati;orguljam;orguljaš;orgulja;orguljamo;orguljate;orguljaju
podsjećati;podsjećam;podsjećaš;podsjeća;podsjećamo;podsjećate;podsjećaju
vibrirati;vibriram;vibriraš;vibrira;vibriramo;vibrirate;vibriraju
poduzimati;poduzimam;poduzimaš;poduzima;poduzimamo;poduzimate;poduzimaju
prošikljati;prošikljam;prošikljaš;prošiklja;prošikljamo;prošikljate;prošikljaju
podešavati;podešavam;podešavaš;podešava;podešavamo;podešavate;podešavaju
pojačavati;pojačavam;pojačavaš;pojačava;pojačavamo;pojačavate;pojačavaju
pokopati;pokopam;pokopaš;pokopa;pokopamo;pokopate;pokopaju
gorčati;gorčam;gorčaš;gorča;gorčamo;gorčate;gorčaju
opijati;opijam;opijaš;opija;opijamo;opijate;opijaju
odati;odam;odaš;oda;odamo;odate;odaju
poljuljati;poljuljam;poljuljaš;poljulja;poljuljamo;poljuljate;poljuljaju
adorirati;adoriram;adoriraš;adorira;adoriramo;adorirate;adoriraju
zamaskirati;zamaskiram;zamaskiraš;zamaskira;zamaskiramo;zamaskirate;zamaskiraju
zavitlati;zavitlam;zavitlaš;zavitla;zavitlamo;zavitlate;zavitlaju
kljukati;kljukam;kljukaš;kljuka;kljukamo;kljukate;kljukaju
prekopavati;prekopavam;prekopavaš;prekopava;prekopavamo;prekopavate;prekopavaju
zamotati;zamotam;zamotaš;zamota;zamotamo;zamotate;zamotaju
ometati;ometam;ometaš;ometa;ometamo;ometate;ometaju
sažalijevati;sažalijevam;sažalijevaš;sažalijeva;sažalijevamo;sažalijevate;sažalijevaju
opuštati;opuštam;opuštaš;opušta;opuštamo;opuštate;opuštaju
mamuzati;mamuzam;mamuzaš;mamuza;mamuzamo;mamuzate;mamuzaju
aranžirati;aranžiram;aranžiraš;aranžira;aranžiramo;aranžirate;aranžiraju
isporazbijati;isporazbijam;isporazbijaš;isporazbija;isporazbijamo;isporazbijate;isporazbijaju
poravnavati;poravnavam;poravnavaš;poravnava;poravnavamo;poravnavate;poravnavaju
narušavati;narušavam;narušavaš;narušava;narušavamo;narušavate;narušavaju
izglasati;izglasam;izglasaš;izglasa;izglasamo;izglasate;izglasaju
zapljeskati;zapljeskam;zapljeskaš;zapljeska;zapljeskamo;zapljeskate;zapljeskaju
prošišati;prošišam;prošišaš;prošiša;prošišamo;prošišate;prošišaju
obuzimati;obuzimam;obuzimaš;obuzima;obuzimamo;obuzimate;obuzimaju
otključati;otključam;otključaš;otključa;otključamo;otključate;otključaju
naseljavati;naseljavam;naseljavaš;naseljava;naseljavamo;naseljavate;naseljavaju
žonglirati;žongliram;žongliraš;žonglira;žongliramo;žonglirate;žongliraju
iskefati;iskefam;iskefaš;iskefa;iskefamo;iskefate;iskefaju
naturalizirati;naturaliziram;naturaliziraš;naturalizira;naturaliziramo;naturalizirate;naturaliziraju
slikati;slikam;slikaš;slika;slikamo;slikate;slikaju
črčkati;črčkam;črčkaš;črčka;črčkamo;črčkate;črčkaju
pobrajati;pobrajam;pobrajaš;pobraja;pobrajamo;pobrajate;pobrajaju
govorkati;govorkam;govorkaš;govorka;govorkamo;govorkate;govorkaju
patinirati;;;;;;
lamentirati;lamentiram;lamentiraš;lamentira;lamentiramo;lamentirate;lamentiraju
razvedravati;razvedravam;razvedravaš;razvedrava;razvedravamo;razvedravate;razvedravaju
izlijevati;izlijevam;izlijevaš;izlijeva;izlijevamo;izlijevate;izlijevaju
nadopunjavati;nadopunjavam;nadopunjavaš;nadopunjava;nadopunjavamo;nadopunjavate;nadopunjavaju
otpadati;otpadam;otpadaš;otpada;otpadamo;otpadate;otpadaju
munđati;munđam;munđaš;munđa;munđamo;munđate;munđaju
kažnjavati;kažnjavam;kažnjavaš;kažnjava;kažnjavamo;kažnjavate;kažnjavaju
debitirati;debitiram;debitiraš;debitira;debitiramo;debitirate;debitiraju
fzfljati;fzfljam;fzfljaš;fzflja;fzfljamo;fzfljate;fzfljaju
poštrcati;poštrcam;poštrcaš;poštrca;poštrcamo;poštrcate;poštrcaju
ukebati;ukebam;ukebaš;ukeba;ukebamo;ukebate;ukebaju
opravdavati;opravdavam;opravdavaš;opravdava;opravdavamo;opravdavate;opravdavaju
zakuhati;zakuham;zakuhaš;zakuha;zakuhamo;zakuhate;zakuhaju
bombardirati;bombardiram;bombardiraš;bombardira;bombardiramo;bombardirate;bombardiraju
nervirati;nerviram;nerviraš;nervira;nerviramo;nervirate;nerviraju
puckati;puckam;puckaš;pucka;puckamo;puckate;puckaju
podati;podam;podaš;poda;podamo;podate;podaju
vzšljati;vzšljam;vzšljaš;vzšlja;vzšljamo;vzšljate;vzšljaju
destilirati;destiliram;destiliraš;destilira;destiliramo;destilirate;destiliraju
delegirati;delegiram;delegiraš;delegira;delegiramo;delegirate;delegiraju
isisati;isisam;isisaš;isisa;isisamo;isisate;isisaju
snebivati;snebivam;snebivaš;snebiva;snebivamo;snebivate;snebivaju
gutati;gutam;gutaš;guta;gutamo;gutate;gutaju
