glagoli  |  top2     
glumovati: jem, am
presvođivati: jem, am
zlogrđivati: jem, am
vedravati: am, im
živuckati: am, im
drapati: am, im
presretati: am, em
hajdukovati: jem, am
onijemjeti: im, em
dogušćivati: jem, am
punjati: am, jem
dvostručavati: am, im
ostudjeti: im, jem
dopremljivati: jem, am
abandonirati: am, im
pljugati: em, jem
rastepsti: em, jem
skamenjivati: jem, em
propijukati: em, am
zadobiti: em, am
žagriti: im, am
použati: am, im
pošćivati: jem, am
stranstvovati: jem, im
multipleksirati: im, am
miroviti: im, am
razbrojiti: im, jem
taljigati: jem, em
troakirati: am, em
pritrčati: im, am
alegorizirati: am, im
kiksati: am, em
omekoputiti: im, jem
razbješnjivati: jem, im
korlatiti: im, am
zavidavati: am, em
počerupati: am, im
zakarabasati: am, im
poiskakati: am, em
repartirati: am, em
prijesti: em, jem
popamtiti: im, am
uslišavati: am, im
dobjeći: em, im
krhnuti: em, im
prošaptavati: am, im
skopčati: am, em
zahladnjeti: im, jem
činjivati: jem, em
trgavati: am, im
điknuti: em, jem
zavrljačivati: jem, am
ceketati: am, em
šmrcnuti: em, im
antedatirati: am, em
poikaviti: im, am
oblizivati: jem, am
nakisnuti: em, jem
uvažati: am, em
počkaljivati: jem, am
rasrđivati: jem, am
rožavati: am, im
krivati: am, jem
uljuškati: am, im
uknjiživati: jem, am
ušmrkivati: jem, am
emulgirati: am, jem
človiti: im, jem
rožiti: im, jem
propištavati: am, im
ćelaviti: im, am
vandalizirati: am, im
zameračiti: im, jem
zaganjati: am, jem
čarkavati: am, im
lambikati: am, im
uzvitlavati: am, jem
priređivati: jem, am
povampirivati: am, jem
namaljati: am, jem
prijateljivati: jem, am
implementirati: am, im
uskrisiti: im, am
ispjevati: am, em
maliti: im, em
kopniti: im, jem
jahivati: jem, em
izmanipulirati: am, em
nakupovati: jem, am
bitandžiti: im, em
nasjedati: am, im
omašćivati: jem, am
eutanazirati: am, im
meljzgati: am, im
ukliještiti: im, em
zauzdavati: jem, am
zaprečivati: jem, am
svjetlavati: am, jem
izlovljavati: am, jem
pjevavati: am, em
predominirati: am, em
snuti: em, jem
kuražiti: im, jem
uplovljivati: jem, am
faširati: am, em
zaiskriti: im, em
prodrndati: am, im
sjebavati: am, jem
hriputati: am, em
boljšavati: am, im
balaviti: im, jem
prčkati: am, em
htijući: em, jem
promrmljavati: am, jem
aneksirati: am, im
segmentirati: am, em
muktariti: im, jem
sterati: am, em
zamrazivati: jem, am
zaruživati: jem, am
urijeđiti: im, am
ušteđivati: jem, am
ugrepsti: em, jem
zatefteriti: im, em
ćukati: am, em
podrumljivati: jem, am
strmeknuti: em, im
odručati: im, jem
utrapavati: am, im
zaklatiti: im, jem
perkutirati: am, em
iskrvavljivati: jem, am
šuškavati: am, im
trežnjavati: am, im
razrjeđivati: jem, am
paučiti: im, am
namaći: em, jem
dekodirati: am, im
njurgati: am, em
premamljivati: jem, am
interpolirati: am, em
uljuljkivati: jem, am
nahladiti: im, jem
prištaviti: im, am
đinđati: am, em
istirati: em, am
šmrkati: em, am
končavati: am, im
krolati: am, im
spočitnuti: em, im
laktiti: im, ijem
raskvasivati: jem, am
štokavizirati: am, im
prenatovariti: im, jem
zamraziti: im, em
podnašati: am, em
zamrmoriti: im, am
zdjeljati: am, jem
akupunktirati: am, im
pretaliti: im, ijem
čavliti: im, am
štancati: am, im
izračiti: im, jem
larfati: am, im
zapodjeti: em, im
izglancati: am, im
šenuti: em, im
vidirati: am, im
dematerijalizirati: am, em
mumuljivati: jem, am
vapnjeti: im, em
pepeliti: im, em
ukopčavati: am, im
uglačati: am, jem
preveslavati: am, jem
blažavati: am, im
legnjivati: jem, am
pakovati: am, jem
proparati: am, im
premotavati: am, im
gundoriti: im, am
odnemoći: em, jem
smeđiti: im, jem
odasipati: am, im
priušćivati: jem, am
zaječati: im, am
raskivati: jem, am
navještati: am, im
duhnuti: em, jem
preseliti: im, em
zavrjeđivati: jem, am
otpečaćivati: jem, am
mlatnuti: em, im
zapremati: am, em
ukajditi: im, am
otrpavati: am, im
kontrahirati: am, im
taživati: am, em
navrtati: em, am
odzvati: em, jem
karbonizirati: am, im
zafrktati: am, em
bahoriti: im, jem
živati: am, jem
zataslačiti: im, em
naoblačivati: jem, am
zagrajati: am, jem
rasjedati: am, im
kupljivati: jem, am
prekonačiti: im, am
kreditirati: am, im
besežirati: am, im
blablablakati: am, im
žveplati: am, em
oplićavati: jem, am
tovljivati: jem, am
obositi: im, am
drapuljati: am, jem
patinati: am, em
običajivati: jem, am
oproljećivati: jem, am
proplamsati: im, am
bukati: am, em
bunariti: im, am
proštepati: am, im
podjebavati: am, jem
opahnuti: em, im
opismenjivati: jem, em
vizirati: am, em
poskidati: am, em
učmati: am, em
zvižduknuti: em, im
oglupavljivati: am, im
kondicirati: am, im
nahsinkronizirati: am, im
odmoliti: im, jem
prekaljivati: jem, am
tuljivati: jem, am
spješivati: jem, am
žderati: em, am
utužiti: im, jem
remonstrirati: am, im
doglavinjati: am, jem
otrusiti: im, am
koškavati: am, im
zaokolišati: am, em
ogrubljivati: jem, am
otkopavati: am, im
poženjivati: jem, am
razručiti: im, am
vakuumirati: am, em
ispruživati: jem, am
udriti: im, jem
raspršivati: jem, am
sravnati: am, im
pozobavati: am, jem
strizati: em, am
zazviždukati: am, em
ejakulirati: am, im
dosipavati: am, im
deklasificirati: am, im
plođivati: jem, em
obrstiti: im, jem
provedrivati: am, jem
ugariti: im, jem
šlatati: am, em
otrijebiti: im, am
pojebati: am, em
sumnjičivati: jem, am
magljivati: jem, am
poorati: am, em
prestavljati: am, em
uzrokovati: jem, am
nasinkronizirati: am, im
podčinjavati: am, jem
iskomunicirati: am, im
obresti: em, ijem
šmigati: am, em
prskavati: am, im
razmontirati: am, im
ludjeti: im, jem
presresti: em, ijem
revakcinirati: am, im
proljenjivati: jem, em
direktorovati: jem, am
puzivati: am, jem
ćućoriti: im, am
šuljati: am, im
naležati: im, am
usmrdjeti: im, am
ronjivati: jem, am
prešišati: am, em
smrćivati: jem, em
razodjenuti: em, im
ulitati: em, am
nadozidavati: am, jem
upisivati: jem, am
otplovljivati: jem, am
područivati: jem, am
sjuriti: im, am
razuvjeravati: am, jem
zafrkavati: am, im
isprćiti: im, em
zbigecati: am, im
prepričati: am, im
sjenčiti: im, am
gluhnuti: em, im
usmjeravati: am, jem
usrkivati: jem, am
ekaviti: im, am
zaokruživati: jem, am
katunariti: im, am
pošteniti: im, jem
sluziti: im, jem
ceknuti: em, im
kuraživati: jem, am
pašovati: jem, am
doslađivati: jem, am
štetovati: jem, im
prevjerivati: jem, am
uzemljivati: jem, am
prokrijumčariti: im, jem
nafilati: am, im
nostrificirati: am, im
dekriptirati: am, im
vršivati: jem, am
ukopčati: am, em
ventavati: am, im
naslovljivati: jem, am
zabrzati: am, em
ogorčavati: am, im
klopljivati: jem, am
zakrvljivati: jem, am
objahivati: jem, am
skupusavati: am, jem
pogružiti: im, jem
kalirati: am, im
uprositi: im, am
gotovljivati: jem, am
namatati: am, em
barokizirati: am, em
paralizirati: am, im
hladnjivati: jem, am
aproprirati: am, em
torpiljirati: am, im
popločati: im, jem
strančariti: im, jem
raskokodakati: am, em
prošaputavati: am, im
mapirati: em, am
podsijati: ijem, am
usplahirivati: jem, am
plitati: em, am
bonificirati: am, em
otrti: em, jem
uskobeljati: am, jem
prhtati: em, im
pregoniti: im, jem
elektrificirati: am, im
arlauknuti: em, im
oknjižiti: im, em
proćeretavati: am, im
ujednostručiti: im, jem
opuhivati: jem, am
ofucavati: am, im
obudovljivati: jem, am
mrčati: im, am
afektirati: am, em
iskreveljiti: im, jem
cjeđivati: jem, am
predbacivati: jem, am
procvrljiti: im, ijem
permutirati: am, im
zabjeljivati: jem, am
hićivati: jem, am
sisati: am, em
doslužiti: im, jem
gresti: em, ijem
rambursirati: am, im
sljedovati: jem, am
uzgibati: am, em
bokavati: am, im
preoravati: am, jem
podbrijavati: am, jem
gaktati: am, em
parlati: am, jem
uštrcavati: am, im
aspirirati: am, em
zabrbljavati: am, jem
težavati: am, im
sparirati: am, em
umudriti: im, jem
ogolititi: im, am
odskakati: em, am
raznizati: em, am
lematizirati: am, em
grudvati: jem, am
prhutati: am, em
prizoriti: im, am
proteći: em, im
dopješačiti: im, jem
prokljuvavati: am, em
dorastati: am, em
eruptirati: am, em
uopćavati: am, jem
raspretati: am, em
zakurivati: jem, am
plovljavati: am, jem
venuti: em, im
survavati: am, em
zakovrčavati: am, im
donalijevati: am, em
ponjemčivati: am, jem
cedirati: am, em
obijeđiti: im, am
rasađivati: jem, am
plošćivati: jem, am
sijecati: am, im
našištati: am, im
stumbati: am, jem
kontrapelati: am, im
posnimiti: im, am
mehanizirati: am, im
zamutiti: im, jem
tehnizirati: am, em
kajmačiti: im, jem
naosvajati: am, jem
pitomljivati: jem, am
čapnuti: em, im
presegnuti: em, im
lipsavati: am, jem
rječkavati: am, im
sahranjivati: jem, am
najedati: am, im
zamumuljivati: jem, am
natičiti: im, am
vjetravati: am, jem
jebivjetriti: im, am
priječiti: im, jem
zagaćivati: jem, am
predočiti: im, jem
staliti: im, em
složnjavati: am, jem
skupjeti: im, jem
zabuljiti: im, jem
raubati: am, em
ukoljeničiti: im, am
uljiti: im, jem
krzavati: am, em
čukati: am, im
šempjati: am, jem
naviriti: im, jem
obrojčivati: jem, am
nadrasti: em, jem
razvaganiti: jem, em
pontificirati: am, im
napuknuti: em, im
ogorijevati: am, jem
točkati: am, im
kljunuti: em, jem
plješivjeti: im, jem
pojednostavniti: im, am
pozavaditi: im, am
poticati: em, am
premišljavati: am, jem
prolupati: am, im
referirati: am, em
gruntati: am, im
udavati: jem, am
usustavljivati: jem, am
utamničivati: jem, am
mortificirati: am, im
merkati: am, em
zagonetati: am, em
pospaljivati: jem, am
šepuriti: im, am
etažirati: am, im
vikivati: jem, am
sigurati: am, em
uklesivati: jem, em
ruljiti: im, jem
ubicirati: am, em
doplutavati: am, im
žegnuti: em, im
pogrditi: im, am
oporiti: im, am
raskaljati: am, im
izlegnuti: em, im
raščehati: am, em
prosiktavati: am, im
pravoslavljivati: jem, am
ogladnjivati: jem, am
prosjesti: em, jem
štrapacirati: am, em
vodnjavati: am, jem
špendlati: am, im
klorirati: am, im
potpasivati: jem, am
ispostavljati: am, em
ritnuti: em, im
zakliktati: em, am
udjeti: im, jem
priviđati: am, em
konvertirati: am, im
presezati: em, im
sorljavati: am, jem
razbarušiti: im, am
uštogljivati: jem, am
razduživati: jem, am
skupljivati: jem, am
okefati: am, em
mijauknuti: em, im
opravljati: am, em
pripećivati: jem, am
proračunati: am, em
ozarivati: jem, am
orebriti: im, jem
soljavati: am, jem
raspopivati: am, em
pijevati: am, jem
sanjkavati: am, im
pohrvati: am, im
pojednostavnjivati: im, am
suspregnuti: em, im
uzoholjivati: jem, am
snositi: im, am
proćućivati: jem, am
prelijevati: am, em
umotati: am, em
osevapiti: im, jem
algoritmirati: am, im
zaplamsati: im, am
hripati: am, im
krunjivati: jem, em
iznjedrivati: jem, am
spavljivati: am, jem
satkati: am, em
zamakati: em, am
pućiti: im, em
izbičevati: jem, am
čiliti: im, jem
postrugati: em, am
odjezditi: im, am
kostrešivati: jem, am
raskućivati: jem, am
krkljavati: am, jem
svaljati: am, im
hrapavjeti: im, am
taracati: am, im
skviknuti: em, im
pljenjivati: jem, em
graničivati: jem, am
razgrtati: em, am
žalijevati: am, em
doplavljivati: jem, am
upijati: am, em
dadakati: am, em
oseknuti: em, im
odgacati: am, em
ćakulati: am, im
konšumati: am, im
koroviti: im, am
oporabljivati: jem, am
učlaniti: im, jem
raspilaviti: im, jem
smotriti: im, am
kruživati: jem, am
mlačivati: jem, am
papučiti: im, jem
dunstati: am, em
cmariti: im, jem
slikavati: am, im
posuvratiti: im, am
stakljivati: jem, am
mackati: am, im
okrivljivati: jem, am
obručiti: im, jem
zamigoljiti: im, ijem
zamrsivati: jem, am
ispuznuti: em, im
konfigurirati: am, im
dovršavati: am, im
iskrviti: im, am
obalaviti: im, jem
pojezditi: im, am
stajavati: am, jem
reportirati: am, em
istočkavati: am, im
zaiskrivati: am, im
omrzovoljiti: im, am
pripeti: em, jem
podvlastiti: im, am
smjeljivati: jem, am
kračunati: am, im
odstreljivati: jem, am
pokćeriti: im, jem
motljati: am, im
tefteriti: im, jem
nasukivati: jem, am
udaljavati: am, jem
ugužvati: am, im
prikriti: ijem, im
prekucati: am, im
salinizirati: am, em
zasjedati: am, im
odcijepiti: im, jem
zasoptavati: am, im
okrupnjeti: im, em
poizostavljati: am, im
talijančivati: im, em
potrijebiti: im, am
duživati: jem, am
rerati: am, em
sviti: im, ijem
otuđivati: jem, am
privikivati: jem, am
resanirati: am, em
gozbovati: jem, am
sukljavati: am, jem
elevirati: am, im
ležavati: am, im
dedicirati: am, em
prisluhnuti: em, jem
bdijevati: am, jem
ašikovati: jem, am
odlanuti: em, im
porumeniti: im, jem
štampavati: am, im
zakrpavati: am, im
uležavati: am, im
posestrimiti: im, am
otkantati: am, em
burljati: am, em
komodati: am, im
usredotočavati: am, im
prismrdjeti: im, em
ocakliti: im, jem
zadrhtati: im, em
pojeftinjavati: am, jem
proprpošavati: am, em
razgoljivati: jem, am
ignorirati: am, em
zamješivati: jem, am
dugovlačiti: im, jem
iznakazivati: jem, am
presahnjivati: jem, am
obeskrepljivati: jem, am
toljivati: jem, am
odebeljeti: im, am
rođivati: jem, am
dvoravati: am, jem
švindlavati: am, im
mišljati: am, jem
zamezetiti: im, am
trudnjeti: im, em
panelirati: am, em
zastudenjeti: im, em
narezivati: am, jem
presumićivati: jem, am
naštelavati: am, im
skutrivati: am, jem
srtati: em, am
šumoriti: im, am
ukamatiti: im, jem
odalamljivati: jem, am
ogušaviti: im, am
saldirati: am, em
užditi: im, am
zatamniti: im, em
zagnati: am, em
čašivati: jem, am
zamlatiti: im, jem
okrunjivati: jem, em
pledirati: em, am
izneređivati: jem, am
tapati: am, im
predvojiti: im, jem
seniliti: im, jem
sužnjivati: jem, em
iskihnuti: em, jem
podgledavati: am, jem
superrevidirati: am, im
preobrnuti: em, im
fakturirati: am, im
militi: im, ijem
zdrkati: am, em
otpregnuti: em, im
raspitati: am, em
mečiti: im, jem
prigušćivati: jem, am
proletarizirati: am, im
dehumanizirati: am, im
dogrtati: em, am
ispolirati: am, em
uopćivati: jem, am
dosezati: em, im
procijepiti: im, jem
naždrijeti: em, jem
dopušiti: im, em
ponukivati: am, jem
ljevičariti: im, jem
tupjeti: im, jem
podčinjivati: jem, am
našarati: am, im
razmjerivati: jem, am
izvitoperiti: im, jem
tostirati: am, em
frulati: am, jem
oruniti: im, jem
hrakati: em, am
božjakati: im, em
prostrujavati: am, jem
iskemijati: im, am
zastraviti: im, jem
poravniti: im, am
sustaviti: im, am
jujukati: em, im
napući: em, jem
nacvrcati: am, im
lapati: am, im
čehati: em, am
poštivati: jem, am
prilikovati: jem, am
otprijeti: em, im
podvoriti: im, am
usvjetljivati: jem, am
kađivati: jem, am
raskraviti: im, am
brbljavati: am, jem
šnapsati: am, im
pokiseliti: im, em
rsnuti: em, jem
mrvljivati: jem, am
usmjeriti: im, am
nadsvođivati: jem, am
odignuti: em, im
osamarivati: jem, am
pogošćivati: jem, am
dekofeinizirati: am, im
smečirati: am, im
rutavljivati: am, jem
zapiskutati: em, am
šlifovati: jem, am
priračunavati: am, jem
dograbiti: im, am
pokrepati: am, im
uzvinuti: em, jem
škienuti: em, im
pripitomljivati: jem, am
palpirati: am, em
prosiktati: em, am
tješnjati: am, im
pozlaćivati: jem, am
opredati: am, em
modificirati: am, im
usklikivati: jem, am
tmuriti: im, am
prikrpavati: am, im
gazdovati: jem, im
hrvavati: am, em
potirati: am, em
gackati: am, im
kostimirati: am, em
privezati: em, am
stasavati: am, jem
uživljavati: am, jem
isprintati: am, em
preprodati: am, em
kilavjeti: im, jem
uplatkati: am, em
zamrljavati: am, jem
pretumbavati: am, jem
zadivljivati: jem, am
raščistiti: im, jem
štepati: am, im
krkačiti: im, jem
gušnjivati: jem, em
reambulirati: am, im
obziđivati: jem, am
studjeti: im, jem
izgurivati: am, jem
otprćivati: jem, am
sponzorirati: am, em
otegotiti: im, jem
skršćivati: jem, am
obnevidjeti: im, am
previjati: am, em
popižđivati: jem, am
radicirati: am, em
žarivati: jem, am
izgrudati: am, im
slijepiti: im, em
talijanizirati: em, am
saglasiti: im, jem
premetati: em, am
kidisati: am, em
blijeskati: em, im
zamiriti: im, jem
devitaiizirati: am, im
zakovitlavati: am, im
dopuhivati: jem, am
regrutirati: am, im
prosjedjeti: im, am
kongruirati: am, im
usložnjavati: am, jem
proširivati: jem, am
bundavati: am, jem
pogrubljivati: jem, am
pristizati: em, am
ždroknuti: em, im
nagrabljivati: jem, am
otpuziti: em, im
kreveljivati: jem, am
usredotočiti: im, am
zapađivati: am, jem
pokokati: am, em
šugaviti: im, am
latiniti: im, em
zadebljavati: am, jem
grčivati: jem, am
halabučiti: im, am
glocnuti: em, im
osiliti: im, em
zažeti: im, jem
čarapirati: am, im
hladniti: im, jem
udivljavati: am, jem
nageti: em, jem
oteretiti: im, am
skladištavati: am, im
zadivljavati: am, jem
hakivati: jem, am
zameđiti: im, jem
razoružavati: am, im
utovarivati: jem, am
nagrnuti: em, im
poseljačivati: jem, am
postanuti: em, im
prelagati: em, am
pristavljati: am, em
toćati: am, em
odbrajati: am, jem
konjušariti: im, jem
toriti: im, am
mekšavati: am, im
pričiniti: im, jem
ustabiljivati: jem, am
uvojačiti: im, jem
zavojačivati: jem, am
vitoperivati: jem, am
ribljavati: am, jem
pokenjati: am, jem
istepsti: em, jem
prisijavati: am, jem
zabaviti: im, jem
prolegnuti: em, im
poblesavljivati: jem, am
odvažati: am, jem
zavikati: em, am
puhivati: jem, am
potiskivati: jem, am
nasipavati: am, im
stupljivati: jem, am
šaketati: em, am
goropađivati: am, jem
pelješivati: jem, am
ogrozničaviti: im, am
uzročivati: jem, am
ukočiti: im, am
obeščašćivati: jem, am
obojadisati: em, am
preživati: jem, am
preduhitrivati: jem, am
zapušivati: jem, am
udahnjivati: jem, em
vodniti: im, jem
zadebljati: am, jem
mitingašiti: im, jem
odjebati: am, em
prenizivati: jem, am
raspetljavati: am, jem
letavati: am, im
probirati: am, em
ponašivati: jem, am
prebukirati: am, em
civilizirati: am, em
namrgođivati: jem, am
zamrčiti: im, am
doručkovati: jem, am
zaodijevati: am, jem
skrajati: am, em
sicnuti: em, im
tronuti: em, jem
traćiti: im, jem
oljigaviti: jem, em
denacificirati: am, em
lisičiti: im, am
regredirati: am, im
ukosivati: jem, em
zdravljati: am, em
razlučiti: im, jem
demoralizirati: am, im
poskakati: em, am
prerijediti: im, am
ukebavati: am, jem
duplirati: am, em
obricati: em, am
uprosječivati: jem, am
harmonizirati: am, im
osluhivati: jem, am
tutnjati: im, am
labavjeti: im, am
prebrisati: em, am
umjerati: am, im
kuhavati: am, im
maljati: am, jem
boltati: em, am
dolutati: am, em
porastati: am, em
opsađivati: jem, am
nabrijati: ijem, em
tabanati: am, im
izrođivati: jem, am
implantirati: am, im
smršavjeti: im, am
deposedirati: am, im
zbunjivati: jem, am
jeftinjavati: am, jem
kisati: am, em
izdrkati: am, jem
odbirati: am, em
škiljivati: jem, am
objektivizirati: am, im
individualizirati: am, im
polaptati: em, am
drmavati: am, im
slišćivati: jem, am
uzljuljati: am, em
podžapati: am, im
sumljati: am, em
zabrtvljivati: jem, am
poseksati: am, im
progunđavati: am, jem
perjavati: am, jem
polagivati: jem, am
pomenuti: em, im
ukleti: em, jem
duhoviti: im, jem
klecnuti: em, im
dokončavati: am, im
uzlaziti: im, em
zašarafljivati: jem, am
ukazivati: jem, em
urinuti: em, jem
abortirati: am, em
finiširati: am, im
prokokodakati: am, em
ravniti: im, am
premljivati: jem, am
prosijedjeti: im, am
ljećivati: jem, am
obražavati: am, im
