abdiciram,abdicirati
stopiram,stopirati
storniram,stornirati
stradam,stradati
strahujem,strahovati
strašim,strašiti
stratim,stratiti
stražarim,stražariti
strem,strti
strepim,strepiti
stresem,stresti
strgam,strgati
strgnem,strgnuti
strijeljam,strijeljati
strmoglavim,strmoglaviti
strmoglavljujem,strmoglavljivati
stropoštam,stropoštati
strovalim,strovaliti
strovaljujem,strovaljivati
strpim,strpjeti
stršim,stršiti
strugnem,strugnuti
strujim,strujiti
strusim,strusiti
stružem,strugati
studiram,studirati
stupam,stupati
stupim,stupiti
stupnjujem,stupnjevati
stvaram,stvarati
stvorim,stvoriti
stvrdnem,stvrdnuti
stvrdnjujem,stvrdnjivati
subordiniram,subordinirati
subvencioniram,subvencionirati
sudaram,sudarati
sudarim,sudariti
sudim,suditi
sudjelujem,sudjelovati
sudujem,sudovati
sufliram,suflirati
sugeriram,sugerirati
sukljam,sukljati
sukobim,sukobiti
sumiram,sumirati
sumnjam,sumnjati
sumnjičim,sumnjičiti
sumporim,sumporiti
suočim,suočiti
supstituiram,supstituirati
supsumiram,supsumirati
suptrahiram,suptrahirati
suspendiram,suspendirati
susprežem,susprezati
susretnem,susresti
sustanem,sustati
sustegnem,sustegnuti
sustežem,sustezati
sustignem,sustići
sustižem,sustizati
sušim,sušiti
suzbijam,suzbijati
suzbijem,suzbiti
suzdržavam,suzdržavati
suzdržim,suzdržati
suzim,suziti
svađam,svađati
svalim,svaliti
svaljujem,svaljivati
svanem,svanuti
svanjujem,svanjivati
svaštarim,svaštariti
svedem,svesti
svenem,svenuti
svetim,svetiti
svetkujem,svetkovati
svezujem,svezivati
svežem,svezati
svidim,svidjeti
sviđam,sviđati
svijetlim,svijetliti
sviknem,sviknuti
svinjarim,svinjariti
svinjim,svinjiti
sviram,svirati
svisnem,svisnuti
svjedočim,svjedočiti
svjetlam,svjetlati
svladam,savladati
svladavam,svladavati
svojatam,svojatati
svraćam,svraćati
svratim,svratiti
svrbim,svzbjeti
svrdlam,svrdlati
svrgnem,svrgnuti
svrnem,svrnuti
svršavam,svršavati
svršim,svršiti
svučem,svući
šakam,šakati
šalim,šaliti
šaljem,slati
šantam,šantati
šapnem,šapnuti
šarafim,šarafiti
šarenim,šareniti
šarmiram,šarmirati
šatiram,šatirati
ščepam,ščepati
šećem,šetati
šefujem,šefovati
šegrtujem,šegrtovati
šepam,šepati
šepesam,šepesati
šepurim,šepiriti
šetam,šetati
ševrdam,ševzdati
šibam,šibati
šibnem,šibnuti
šifriram,šifrirati
šijem,šiti
šikaniram,šikanirati
šikljam,šikljati
šiknem,šiknuti
šiljim,šiljiti
šinem,sinuti
širim,širiti
šišam,šišati
šišnem,šišnuti
šištim,šištati
šivam,šivati
šizim,šiziti
škakljam,škakljati
škartiram,škartirati
škiljim,škiljiti
škljocam,škljocati
škodim,škoditi
škopim,škopiti
škrinem,škrinuti
škripam,škripati
škripim,škripiti
škrobim,škrobiti
škropim,škropiti
škrtarim,škrtariti
šlepam,šlepati
šljakam,šljakati
šmirglam,šmirglati
šmrcam,šmrcati
šmrknem,šmrknuti
šmugnem,šmugnuti
špartam,špartati
špekuliram,spekulirati
špijuniram,špijunirati
špikam,špikati
špotam,špotati
špricam,špricati
štampam,štampati
štavim,štaviti
štedim,štedjeti
štetim,štetiti
štiham,štihati
štijem,štiti
štipam,štipati
štipkam,štipkati
štipnem,štipnuti
štirkam,štirkati
štitim,štititi
štopam,štopati
štrajkam,štrajkati
štrcnem,štrcnuti
štropoćem,štropotati
štucam,štucati
štujem,štovati
šuknem,šuknuti
šumim,šumiti
šunem,šunuti
šunjam,šunjati
šupim,šupiti
šupiram,šupirati
šurujem,šurovati
šuškam,šuškati
šušnem,šušnuti
šuštim,šuštati
šutam,šutati
šutim,šutjeti
šutiram,šutirati
šutnem,šutnuti
švercam,švercati
švindlam,švindlati
švrljam,švrljati
tabam,tabati
tajim,tajiti
taknem,taći
taktiziram,taktizirati
talasam,talasati
tamanim,tamaniti
tamburam,tamburati
tamnim,tamniti
tamnujem,tamnovati
tangiram,tangirati
tanjim,tanjiti
tapeciram,tapecirati
tapkam,tapkati
tapnem,tapnuti
tapšam,tapšati
tarem,trljati
tavorim,tavoriti
tažim,tažiti
teglim,tegliti
telalim,telaliti
teledirigiram,teledirigirati
telefoniram,telefonirati
telegrafiram,telegrafirati
telim,teliti
temeljim,temeljiti
tempiram,tempirati
teoretiziram,teoretizirati
tepam,tepati
teretim,teretiti
teroriziram,terorizirati
testiram,testirati
tešem,tesati
tetošim,tetošiti
tetoviram,tetovirati
teturam,teturati
tezgarim,tezgariti
težim,težiti
tiještim,tiještiti
tikam,tikati
timarim,timariti
tinjam,tinjati
tipiziram,tipizirati
tipkam,tipkati
tiraniziram,tiranizirati
tiskam,tiskati
tisnem,tisnuti
tištim,tištati
titlujem,titlovati
titram,titrati
tituliram,titulirati
tjeram,tjerati
tješim,tješiti
tkam,tkati
tlapim,tlapiti
tokarim,tokariti
toleriram,tolerirati
tonem,tonuti
topim,topiti
torbarim,torbariti
tornjam,tornjati
torpediram,torpedirati
tovarim,tovariti
tovim,toviti
trabunjam,trabunjati
tragam,tragati
trajem,trajati
trampim,trampiti
transferiram,transferirati
transportiram,transportirati
trapim,trapiti
trasiram,trasirati
tratim,tratiti
travestiram,travestirati
tražim,tražiti
trčim,trčati
trebam,trebati
trem,trljati
trenem,trenuti
treniram,trenirati
treperim,treperiti
trepnem,trepnuti
treptim,treptjeti
tresem,tresti
treskam,treskati
tresnem,tresnuti
treštim,treštati
tretiram,tretirati
trgam,trgati
trgnem,trgnuti
trgujem,trgovati
trijebim,trijebiti
trijeznim,trijezniti
trijumfiram,trijumfirati
trknem,trknuti
trnem,trnuti
trošim,trošiti
trpim,trpjeti
trsim,trsiti
trubim,trubiti
trudim,truditi
trujem,trovati
trulim,truliti
trunem,truliti
trusim,trusiti
trzam,trzati
tržim,tržiti
tucam,tucati
tuckam,tuckati
tučem,tući
tuđim,tuđiti
tugujem,tugovati
tulim,tuliti
tulumarim,tulumariti
tumačim,tumačiti
tumaram,tumarati
tumbam,tumbati
tupim,tupiti
tupkam,tupkati
turam,turati
turim,turiti
turnem,turnuti
turpijam,turpijati
tuširam,tuširati
tutnem,tutnuti
tutnjim,tutnjiti
tužakam,tužakati
tužim,tužiti
tvorim,tvoriti
tvrdim,tvrditi
tvrdnem,tvrdnuti
ubacim,ubaciti
uberem,ubrati
ubijam,ubijati
ubijem,ubiti
ubilježavam,ubilježavati
ubilježim,ubilježiti
ubilježujem,ubilježivati
ubirem,ubirati
ublatim,ublatiti
ublažim,ublažiti
ublažujem,ublaživati
ubodem,ubosti
ubrizgam,ubrizgati
ubrojavam,ubrojavati
ubrojim,ubrojiti
ubrzam,ubrzati
ucijenim,ucijeniti
ucijepim,ucijepiti
ucmekam,ucmekati
ucrtam,ucrtati
ucrvam,ucrvati
ucvilim,ucviliti
ucviljujem,ucviljivati
učim,učiti
učinim,učiniti
učlanjujem,učlanjivati
učvrstim,učvrstiti
udahnem,udahnuti
udaljim,udaljiti
udam,udati
udaram,udarati
udarim,udariti
udesim,udesiti
udijelim,udijeliti
udišem,udisati
udivim,udiviti
udjeljujem,udjeljivati
udobrovoljim,udobrovoljiti
udomim,udomiti
udovoljim,udovoljiti
udovoljujem,udovoljivati
udrobim,udrobiti
udubem,udupsti
udubim,udubiti
udvaram,udvarati
udvojim,udvojiti
uđem,ući
ufam,ufati
ugađam,ugađati
uganem,uganuti
ugasim,ugasiti
ugazim,ugaziti
ugibam,ugibati
uginem,uginuti
ugladim,ugladiti
uglađujem,uglađivati
uglancam,uglancati
uglavim,uglaviti
uglazbim,uglazbiti
ugledam,ugledati
uglobim,uglobiti
ugljenim,ugljeniti
ugnijezdim,ugnijezditi
ugnjavim,ugnjaviti
ugnjetavam,ugnjetavati
ugodim,ugoditi
ugojim,ugojiti
ugonim,ugoniti
ugostim,ugostiti
ugovorim,ugovoriti
ugrabim,ugrabiti
ugrabljujem,ugrabljivati
ugradim,ugraditi
ugraviram,ugravirati
ugrijavam,ugrijavati
ugrizam,ugrizati
ugrizem,ugristi
ugrozim,ugroziti
ugrožavam,ugrožavati
ugruvam,ugruvati
uhićujem,uhićivati
uhitim,uhititi
uhodam,uhodati
uhodim,uhoditi
uhranim,uhraniti
uhvatim,uhvatiti
ujarmim,ujarmiti
ujašem,ujahati
ujedam,ujedati
ujedem,ujesti
ujedinjavam,ujedinjavati
ujednačavam,ujednačavati
ujem,sniti
ukalkuliram,ukalkulirati
ukalupljujem,ukalupljivati
ukapam,ukapati
ukebam,ukebati
ukidam,ukidati
ukinem,ukinuti
ukipim,ukipiti
uklanjam,uklanjati
uklešem,uklesati
uklinim,ukliniti
uklonim,ukloniti
uklješćujem,uklješćivati
uknjižim,uknjižiti
ukomponiram,ukomponirati
ukopam,ukopati
ukoravam,ukoravati
ukoričujem,ukoričivati
ukorijenim,ukorijeniti
ukorim,ukoriti
ukosim,ukositi
ukotvim,ukotviti
ukradem,ukrasti
ukrcavam,ukrcavati
ukrešem,ukresati
ukrivim,ukriviti
ukrotim,ukrotiti
ukrućivam,ukrućivati
ukucam,ukucati
ukuham,ukuhati
ukujem,ukovati
ulagujem,ulagivati
ulazim,ulaziti
ulažem,ulagati
ulegnem,uleći
uletim,uletjeti
ulijenim,ulijeniti
ulijepim,ulijepiti
uliježem,ulijegati
ulizujem,ulizivati
ulovim,uloviti
uložim,uložiti
uljepljujem,uljepljivati
uljepšavam,uljepšavati
umačem,umakati
umaknem,umaknuti
umanjujem,umanjivati
umaram,umarati
umarširam,umarširati
umažem,umazati
umetnem,umetnuti
umijem,umjeti
umijesim,umijesiti
umiješam,umiješati
uminem,uminuti
umirem,umirati
umirim,umiriti
umirovim,umiroviti
umišljam,umišljati
umivam,umivati
umnažam,umnažati
umnožujem,umnoživati
umolim,umoliti
umoljavam,umoljavati
umorim,umoriti
umrem,umrijeti
umrtvljujem,umrtvljivati
umujem,umovati
umuknem,umuknuti
umutim,umutiti
unajmim,unajmiti
unakazim,unakaziti
unakazujem,unakazivati
unapređujem,unapređivati
unaprijedim,unaprijediti
unazadim,unazaditi
uneređujem,uneređivati
uniđem,unići
uništavam,uništavati
uništim,uništiti
unizim,uniziti
unjkam,unjkati
uobličavam,uobličavati
uokvirim,uokviriti
uozbiljim,uozbiljiti
upadnem,upasti
upalim,upaliti
upaljujem,upaljivati
upamtim,upamtiti
uperim,uperiti
uperujem,uperivati
upetljavam,upetljavati
upiknem,upiknuti
upirem,upirati
upitam,upitati
uplašim,uplašiti
upletem,uplesti
uplivam,uplivati
uplovim,uploviti
upokojim,upokojiti
uposlim,uposliti
upošljavam,upošljavati
upotpunim,upotpuniti
upotrijebim,upotrijebiti
upoznam,upoznati
upozoravam,upozoravati
upozorim,upozoriti
upravim,upraviti
upravljam,upravljati
upredem,upresti
upregnem,upregnuti
uprem,uprijeti
uprihodujem,uprihodovati
uprizorim,uprizoriti
uprizorujem,uprizorivati
upropastim,upropastiti
upropaštavam,upropaštavati
uprskam,uprskati
uprskavam,uprskavati
uprtim,uprtiti
upućujem,upućivati
uputim,uputiti
uradim,uraditi
uramim,uramiti
uranim,uraniti
uranjam,uranjati
uravnotežujem,uravnoteživati
urazumim,urazumiti
urbaniziram,urbanizirati
uredim,urediti
urednikujem,urednikovati
uredujem,uredovati
uređujem,uređivati
ureknem,ureći
uresim,uresiti
urešavam,urešavati
urezujem,urezivati
urežem,urezati
urgiram,urgirati
urim,uriti
urlam,urlati
urodim,uroditi
uronim,uroniti
urotim,urotiti
uručim,uručiti
uručujem,uručivati
urudžbiram,urudžbirati
usadim,usaditi
usahnem,usahnuti
usavršavam,usavršavati
ushićujem,ushićivati
ushitim,ushititi
usipam,usipati
usišem,usisati
usitnim,usitniti
usjecam,usjecati
uskipim,uskipjeti
uskipljujem,uskipljivati
uskladim,uskladiti
uskladištim,uskladištiti
uskliknem,uskliknuti
uskomešam,uskomešati
uskovitlam,uskovitlati
uskraćujem,uskraćivati
uskratim,uskratiti
uskrsnem,uskrsnuti
uslikam,uslikati
uslišim,uslišiti
usmrćujem,usmrćivati
usmrdim,usmzdjeti
usmrtim,usmrtiti
usnem,usnuti
usnim,usniti
uspalim,uspaliti
uspaljujem,uspaljivati
uspem,usuti
uspijem,uspjeti
uspijevam,uspijevati
uspinjem,uspinjati
usplahirim,usplahiriti
uspnem,uspeti
usporavam,usporavati
usporedim,usporediti
uspostavim,uspostaviti
uspravim,uspraviti
uspravljam,uspravljati
usprotivim,usprotiviti
usrećim,usrećiti
usrećujem,usrećivati
ustajem,ustajati
ustanem,ustati
ustanovim,ustanoviti
ustrajem,ustrajati
ustrašim,ustrašiti
ustravim,ustraviti
ustrebam,ustrebati
ustremim,ustremiti
ustrojavam,ustrojavati
ustrojim,ustrojiti
ustuknem,ustuknuti
ustupam,ustupati
ustupim,ustupiti
ustvrdim,ustvrditi
ustvrđujem,ustvrđivati
usudim,usuditi
usuđujem,usuđivati
usuglasujem,usuglasivati
usvajam,usvajati
usvojim,usvojiti
uščuvam,uščuvati
ušeprtljim,ušeprtljati
ušijem,ušiti
ušiljim,ušiljiti
ušinem,ušinuti
uškopim,uškopiti
ušorim,ušoriti
uštapim,uštapiti
uštavim,uštaviti
uštedim,uštedjeti
uštimam,uštimati
uštirkam,uštirkati
uštrcam,uštrcati
ušuljam,ušuljati
ušutim,ušutjeti
ušutkam,ušutkati
utabam,utabati
utaborim,utaboriti
utajim,utajiti
utaknem,utaknuti
utanačim,utanačiti
utarem,utrti
utažim,utažiti
utečem,uteći
utemeljim,utemeljiti
utemeljujem,utemeljivati
utječem,utjecati
utjelovim,utjeloviti
utjeram,utjerati
utješim,utješiti
utkam,utkati
utolim,utoliti
utovarim,utovariti
utovim,utoviti
utrapim,utrapiti
utrem,utrti
utrkujem,utrkivati
utrljam,utrljati
utrljavam,utrljavati
utrnem,utrnuti
utrošim,utrošiti
utuvim,utuviti
utvaram,utvarati
utvrdim,utvrditi
uvalim,uvaliti
uvaljujem,uvaljivati
uvažavam,uvažavati
uvažim,uvažiti
uvećavam,uvećavati
uvedem,uvesti
uvenem,uvenuti
uveselim,uveseliti
uveseljavam,uveseljavati
uvezujem,uvezivati
uvežem,uvezati
uvidim,uvidjeti
uviđam,uviđati
uvijam,uvijati
uvijem,uviti
uvinem,uvinuti
uvirem,uvirati
uvjeravam,uvjeravati
uvjerim,uvjeriti
uvjetujem,uvjetovati
uvodim,uvoditi
uvrebam,uvrebati
uvrgnem,uvrći
uvrijedim,uvrijediti
uvriježim,uvriježiti
uvrnem,uvrnuti
uvučem,uvući
uzajmim,uzajmiti
uzaptim,uzaptiti
uzavirem,uzavirati
uzavrim,uzavreti
uzbunim,uzbuniti
uzbunjujem,uzbunjivati
uzburkavam,uzburkavati
uzdahnem,uzdahnuti
uzdam,uzdati
uzdignem,uzdignuti
uzdižem,uzdizati
uzdržavam,uzdržavati
uzdržim,uzdržati
uzemljim,uzemljiti
uzgojim,uzgojiti
uzidam,uzidati
uzimam,uzimati
uzimljem,uzimati
uzjašem,uzjahati
uzjogunim,uzjoguniti
uzletim,uzletjeti
uzmakem,uzmaći
uzmaknem,uzmaći
uzmanjkam,uzmanjkati
uzmem,uzeti
uzmuvam,uzmuvati
uznapredujem,uznapredovati
uznemiravam,uznemiravati
uznemirujem,uznemirivati
uznesem,uznijeti
uznojim,uznojiti
uznosim,uznositi
uzorem,uzorati
uzrujavam,uzrujavati
uzurpiram,uzurpirati
uzverem,uzverati
uzviknem,uzviknuti
uzvitlam,uzvitlati
uzvratim,uzvratiti
užarim,užariti
užasavam,užasavati
užasnem,užasnuti
uželim,uželjeti
uživam,uživati
uživim,uživjeti
užlijebim,užlijebiti
užurbam,užurbati
vabim,vabiti
vadim,vaditi
valoriziram,valorizirati
valjam,valjati
vapim,vapiti
vaporiziram,vaporizirati
varam,varati
varim,variti
variram,varirati
vatiram,vatirati
važem,vagati
večeram,večerati
vedrim,vedriti
vegetiram,vegetirati
veličam,veličati
velim,veljeti
ventiliram,ventilirati
verbaliziram,verbalizirati
verem,verati
verificiram,verificirati
veselim,veseliti
vezem,vesti
vežem,vezati
vibriram,vibrirati
vičem,vikati
vidam,vidati
vidim,vidjeti
viđam,viđati
vijem,viti
vijugam,vijugati
viknem,viknuti
vinem,vinuti
virim,viriti
virnem,virnuti
visim,visjeti
vitlam,vitlati
vitoperim,vitoperiti
vjekujem,vjekovati
vjenčam,vjenčati
vjerim,vjeriti
vjerujem,vjerovati
vješam,vješati
vjetrim,vjetriti
vježbam,vježbati
vladam,vladati
vlažim,vlažiti
vodam,vodati
vodim,voditi
volim,voljeti
volontiram,volontirati
voštim,voštiti
vozim,voziti
vraćam,vraćati
vratim,vratiti
vrbujem,vrbovati
vrcam,vrcati
vrdam,vrdati
vrebam,vrebati
vrgnem,vrći
vrhunim,vrhuniti
vrijedim,vrijediti
vrijeđam,vrijeđati
vrim,vreti
vriskam,vriskati
vrisnem,vrisnuti
vrludam,vrludati
vrpoljim,vrpoljiti
vršim,vršiti
vršljam,vzšljati
vrtim,vztjeti
vrvim,vzvjeti
vrzmam,vrzmati
vucaram,vucarati
vučem,vući
vulgariziram,vulgarizirati
vulkaniziram,vulkanizirati
zabadam,zabadati
zabasam,zabasati
zabašurim,zabašuriti
zabavljam,zabavljati
zabetoniram,zabetonirati
zabijam,zabijati
zabijelim,zabijeljeti
zabijem,zabiti
zabilježim,zabilježiti
zabilježujem,zabilježivati
zablatim,zablatiti
zablejam,zablejati
zablenem,zablenuti
zabliještim,zabliještiti
zablistam,zablistati
zabludim,zabludjeti
zabljeskam,zabljeskati
zabljesnem,zabljesnuti
zabodem,zabosti
zabolim,zaboljeti
zaboravim,zaboraviti
zaboravljam,zaboravljati
zabranim,zabraniti
zabranjujem,zabranjivati
zabravim,zabraviti
zabrazdim,zabrazditi
zabrbljam,zabrbljati
zabremzam,zabremzati
zabrinem,zabrinuti
zabrtvim,zabrtviti
zabrujim,zabrujati
zabubam,zabubati
zabugarim,zabugariti
zabunim,zabuniti
zabušavam,zabušavati
zacaklim,zacakliti
zacementiram,zacementirati
zacijelim,zacijeliti
zacrnim,zacrniti
zacrvenim,zacrvenjeti
začaravam,začaravati
začinim,začiniti
začnem,začeti
začudim,začuditi
začujem,začuti
zadam,zadati
zadavim,zadaviti
zaderem,zaderati
zadignem,zadići
zadijevam,zadijevati
zadirem,zadirati
zadirkujem,zadirkivati
zadišem,zadisati
zadjenem,zadjenuti
zadovoljavam,zadovoljavati
zadovoljim,zadovoljiti
zadrhtim,zadrhtjeti
zadrijemam,zadrijemati
zadržavam,zadržavati
zadržim,zadržati
zadubem,zadubiti
zadubljujem,zadubljivati
zađem,zaći
zafijučem,zafijukati
zafitiljim,zafitiljiti
zafrknem,zafrknuti
zagalamim,zagalamiti
zagarantiram,zagarantirati
zagaravim,zagaraviti
zagazim,zagaziti
zagipsam,zagipsati
zagladim,zagladiti
zaglađujem,zaglađivati
zaglavim,zaglaviti
zaglavljujem,zaglavljivati
zagledam,zagledati
zaglupim,zaglupiti
zaglupljujem,zaglupljivati
zaglušim,zaglušiti
zagnjavim,zagnjaviti
zagorim,zagorjeti
zagospodarim,zagospodariti
zagovaram,zagovarati
zagovorim,zagovoriti
zagrabim,zagrabiti
zagradim,zagraditi
zagrcnem,zagrcnuti
zagrebem,zagrepsti
zagrijem,zagrijati
zagrizam,zagrizati
zagrizem,zagristi
zagrlim,zagrliti
zagrmim,zagrmjeti
zagrozim,zagroziti
zagubim,zagubiti
zagulim,zaguliti
zaguram,zagurati
zagustim,zagustiti
zagušim,zagušiti
zahirim,zahiriti
zahliknem,zahliknuti
zahtijevam,zahtijevati
zahučim,zahučati
zahujim,zahujati
zahvalim,zahvaliti
zahvaljujem,zahvaljivati
zahvatam,zahvatati
zahvatim,zahvatiti
zaigram,zaigrati
zaimam,zaimati
zainatim,zainatiti
zaintrigiram,zaintrigirati
zaištem,zaiskati
zajamčim,zajamčiti
zajapurim,zajapuriti
zajašem,zajahati
zajazim,zajaziti
zajecam,zajecati
zajedam,zajedati
zajedem,zajesti
zajedrim,zajedriti
zajmim,zajmiti
zakačim,zakačiti
zakapam,zakapati
zakaparim,zakapariti
zakapčam,zakapčati
zakartam,zakartati
zakasnim,zakasniti
zakašnjavam,zakašnjavati
zakažem,zakazati
zakidam,zakidati
zakinem,zakinuti
zakipim,zakipjeti
zakiselim,zakiseliti
zakitim,zakititi
zakivam,zakivati
zaklanjam,zaklanjati
zaklapam,zaklapati
zaklepećem,zaklepetati
zaklimam,zaklimati
zaklinjem,zaklinjati
zaklonim,zakloniti
zaklopim,zaklopiti
zaklopoćem,zaklopotati
zaključam,zaključati
zaključavam,zaključavati
zaključim,zaključiti
zaključujem,zaključivati
zakočim,zakočiti
zakolačim,zakolačiti
zakolčim,zakolčiti
zakolutam,zakolutati
zakoljem,zaklati
zakopam,zakopati
zakopčam,zakopčati
zakopčavam,zakopčavati
zakoračim,zakoračiti
zakoraknem,zakoraknuti
zakosim,zakositi
zakotrljam,zakotrljati
zakoturam,zakoturati
zakovrčam,zakovzčati
zakrabuljim,zakrabuljiti
zakračunam,zakračunati
zakračunavam,zakračunavati
zakrčim,zakrčiti
zakrčkam,zakrčkati
zakrčujem,zakrčivati
zakrekećem,zakreketati
zakrenem,zakrenuti
zakričim,zakričati
zakrijem,zakriti
zakriještim,zakriještati
zakrilim,zakriliti
zakrivim,zakriviti
zakrivljujem,zakrivljivati
zakročim,zakročiti
zakrpim,zakrpati
zakrvarim,zakrvariti
zakrvavim,zakrvaviti
zakrvim,zakzviti
zakržljam,zakzžljati
zakucam,zakucati
zakucavam,zakucavati
zakuham,zakuhati
zakujem,zakovati
zakukuljim,zakukuljiti
zakukuričem,zakukurikati
zakukuriječem,zakukurijekati
zakunem,zakleti
zakunjam,zakunjati
zakupim,zakupiti
zakurim,zakuriti
zakvačim,zakvačiti
zalahorim,zalahoriti
zalajem,zalajati
zalazim,zalaziti
zalažem,zalagati
zaledim,zalediti
zaleđujem,zaleđivati
zalegnem,zalegnuti
zalemim,zalemiti
zalepetam,zalepetati
zalepršam,zalepršati
zaletim,zaletjeti
zaležim,zaležati
zaliječim,zaliječiti
zalijećem,zalijetati
zalijem,zaliti
zalijepim,zalijepiti
zalijevam,zalijevati
zaliježem,zalijegati
založim,založiti
zaludim,zaluditi
zaluđujem,zaluđivati
zalupam,zalupati
zalupim,zalupiti
zalutam,zalutati
zaljepljujem,zaljepljivati
zaljubim,zaljubiti
zaljuljam,zaljuljati
zamaglim,zamagliti
zamagljujem,zamagljivati
zamahnem,zamahnuti
zamahujem,zamahivati
zamaknem,zamaći
zamandalim,zamandaliti
zamaram,zamarati
zamaskiram,zamaskirati
zamastim,zamastiti
zamašćujem,zamašćivati
zamatam,zamatati
zamažem,zamazati
zamećem,zametati
zamekećem,zameketati
zametem,zamesti
zametnem,zametnuti
zamičem,zamicati
zamijenim,zamijeniti
zamijesim,zamijesiti
zamiješam,zamiješati
zamijetim,zamijetiti
zamirem,zamirati
zamirišem,zamirisati
zamislim,zamisliti
zamišljam,zamišljati
zamjećujem,zamjećivati
zamjenjujem,zamjenjivati
zamjeram,zamjerati
zamjerim,zamjeriti
zamolim,zamoliti
zamotam,zamotati
zamotavam,zamotavati
zamračujem,zamračivati
zamrem,zamrijeti
zamrsim,zamrsiti
zamucam,zamucati
zamuckujem,zamuckivati
zamućujem,zamućivati
zamuknem,zamuknuti
zamumljam,zamumljati
zanemarim,zanemariti
zanemarujem,zanemarivati
zanemognem,zanemoći
zaniječem,zanijekati
zanimam,zanimati
zanovijetam,zanovijetati
zaobilazim,zaobilaziti
zaobljujem,zaobljivati
zaogrnem,zaogrnuti
zaokrećem,zaokretati
zaokrenem,zaokrenuti
zaokruglim,zaokrugliti
zaokružim,zaokružiti
zaokupim,zaokupiti
zaokupljam,zaokupljati
zaorem,zaorati
zaorim,zaoriti
zaostajem,zaostajati
zaostanem,zaostati
zaoštrim,zaoštriti
zapackam,zapackati
zapadam,zapadati
zapadnem,zapasti
zapahnem,zapahnuti
zapakiram,zapakirati
zapalim,zapaliti
zapamtim,zapamtiti
zapanjim,zapanjiti
zapanjujem,zapanjivati
zapaprim,zapapriti
zaparam,zaparati
zapašem,zapasati
zapazim,zapaziti
zapažam,zapažati
zapečatim,zapečatiti
zapečem,zapeći
zapetljam,zapetljati
zapijem,zapiti
zapiljim,zapiljiti
zapinjem,zapinjati
zapirem,zapirati
zapisujem,zapisivati
zapišem,zapisati
zapištam,zapištati
zapitam,zapitati
zapjenim,zapjeniti
zapjenušam,zapjenušati
zapjevam,zapjevati
zapjevušim,zapjevušiti
zaplačem,zaplakati
zaplašim,zaplašiti
zaplešem,zaplesati
zapletem,zaplesti
zaplićem,zapletati
zaplijenim,zaplijeniti
zaplivam,zaplivati
zaplovim,zaploviti
zapljeskam,zapljeskati
zapljusnem,zapljusnuti
zapljuštim,zapljuštati
zapnem,zapeti
započinjem,započinjati
započnem,započeti
zapodjenem,zapodjenuti
zapomažem,zapomagati
zaposjedam,zaposjedati
zaposjednem,zaposjednuti
zaposlim,zaposliti
zapostavim,zapostaviti
zapošljavam,zapošljavati
zapovijedam,zapovijedati
zapovjedim,zapovjediti
zaprašim,zaprašiti
zaprašujem,zaprašivati
zapredem,zapresti
zapregnem,zapregnuti
zapremim,zapremiti
zaprepastim,zaprepastiti
zaprepašćujem,zaprepašćivati
zapretam,zapretati
zapričam,zapričati
zapriječim,zapriječiti
zaprijetim,zaprijetiti
zaprimam,zaprimati
zaprimim,zaprimiti
zaprljam,zaprljati
zaprosim,zaprositi
zapržim,zapržiti
zapucam,zapucati
zapucketam,zapucketati
zapuhnem,zapuhnuti
zapunim,zapuniti
zapustim,zapustiti
zapušem,zapuhati
zapušim,zapušiti
zaputim,zaputiti
zaračunam,zaračunati
zaračunavam,zaračunavati
zaradim,zaraditi
zarađujem,zarađivati
zarajtam,zarajtati
zarastam,zarastati
zarastem,zarasti
zaratim,zaratiti
zaravnam,zaravnati
zarazim,zaraziti
zarđam,zazđati
zaredam,zaredati
zaredim,zarediti
zaređujem,zaređivati
zareknem,zareći
zarezujem,zarezivati
zarežem,zarezati
zaribam,zaribati
zaridam,zaridati
zarijem,zariti
zarinem,zarinuti
zarivam,zarivati
zarobim,zarobiti
zarobljavam,zarobljavati
zarolam,zarolati
zaronim,zaroniti
zarubim,zarubiti
zarumenim,zarumeniti
zarušim,zarušiti
zarutavim,zarutavjeti
zaružim,zaružiti
zaržem,zarzati
zasadim,zasaditi
zasađujem,zasađivati
zaserem,zasrati
zasijecam,zasijecati
zasiječem,zasjeći
zasijem,zasijati
zasipam,zasipati
zasjam,zasjati
zasječem,zasjeći
zasjednem,zasjesti
zasjenim,zasjeniti
zaskočim,zaskočiti
zasladim,zasladiti
zaslanim,zaslaniti
zaslijepim,zaslijepiti
zaslužim,zaslužiti
zaslužujem,zasluživati
zasljepljujem,zasljepljivati
zasmetam,zasmetati
zasmetim,zasmetiti
zasmradim,zasmraditi
zasmrdim,zasmzdjeti
zasniježim,zasniježiti
zasnivam,zasnivati
zasnujem,zasnovati
zasolim,zasoliti
zaspem,zasuti
zaspim,zaspati
zasramim,zasramiti
zasrebrim,zasrebriti
zastajem,zastajati
zastajkujem,zastajkivati
zastaklim,zastakliti
zastanem,zastati
zastarim,zastarjeti
zastenjem,zastenjati
zastidim,zastidjeti
zastirem,zastirati
zastranim,zastraniti
zastrašim,zastrašiti
zastrašujem,zastrašivati
zastrem,zastrijeti
zastružem,zastrugati
zastupam,zastupati
zasuzim,zasuziti
zasužnjim,zasužnjiti
zasvijetlim,zasvijetliti
zasvinjim,zasvinjiti
zasviram,zasvirati
zasvjedočim,zasvjedočiti
